Make;Model;Class;Category;Description;On Hand;Availble;On Order;Committed;Defective;Sold this Year;Barcode SKU;Cost;Retail
ROCKFORD;T1693;SPKR;COAX;ROCKFORD FOSGATE 6X9;1;1;0;0;0;;780687329181;$120.00;$299.99
ROCKFORD;T1692;SPKR;COAX;ROCKFORD FOSGATE 6X9;0;0;0;0;0;15;780687329174;$116.00;$289.99
ROCKFORD;T1682;SPKR;COAX;ROCKFORD POWER 6X8 2-WAY;0;0;0;0;0;14;780687329167;$96.00;$239.99
ROCKFORD;T1675;SPKR;COAX;ROCKFORD FOSGATE 6.75;1;1;0;0;0;;780687340490;$88.00;$219.99
ROCKFORD;T1650;SPKR;COAX;ROCKFORD POWER 6.5;2;2;0;0;0;29;780687345310;$88.00;$219.99
TVIEW;T156IR;VIDEO;AIO;TVIEW 15.6 TFT FLIP DOWN;1;1;0;0;0;;;$170.00;$379.99
ROCKFORD;T152;SPKR;COAX;ROCKFORD 5.25 2-WAY POWER;0;0;0;0;0;4;780687329112;$88.00;$219.99
ROCKFORD;T15001BDCP;AMP;MONO;POWER Series 1-CH 1500w RMS @ 1 & 2-Ohms;1;1;0;0;0;6;780687330286;$462.00;$769.99
ROCKFORD;T1462;SPKR;COAX;ROCKFORD 2-WAY 4X6;0;0;0;0;0;9;780687329143;$88.00;$219.99
ROCKFORD;T10001BDCP;AMP;MONO;POWER Series 1000W RMS  x 1 @ 1 & 2 OHM;2;2;0;0;0;5;780687330279;$396.00;$659.99
ROCKFORD;T0D412;SUB;REG;Rockford Fosgate  Power T-0 DVC 4;0;0;0;0;0;7;;$230.00;$399.99
SONY;SY1613;HARNESS;STANDARD;SONY HARNESS HEADUNIT;0;0;0;0;0;;;$2.00;$19.99
SIRIUS;SXV300V1;ACCESSORY;;AUDIOVOX XM & SIRIUS TUNER;9;9;0;0;0;54;044476127458;$45.00;$79.99
SIRIUS;SXPL1V1;SCREEN;;SIRIUSXM SAT RADIO;1;1;0;0;0;;;$50.00;$89.99
ALPINE;SXE6926S;SPKR;COAX;E-Series 6 x 9 Coaxial;0;0;0;0;0;;793276242969;$55.00;$79.99
ALPINE;SXE1726S;SPKR;COAX;E-Series 6.5 Coaxial;0;0;0;0;0;;793276242983;$40.00;$69.99
CRUX;SWR100;HARNESS;SWC;Univ. Steering Wheel Control Interface;2;2;0;0;0;;;$50.00;$89.99
AXXESS;SWITCH;ACCESSORY;;Axxess Rocker Switch;27;27;0;0;0;4;;$2.00;$7.99
PAC;SWICP2;HARNESS;SWC;Universal Analog/CAN-Bus SWC Module;2;2;0;0;0;7;609098818582;$60.00;$129.00
LABOR;SWC;LABOR;SWC;STEERING WHEEL CONTROL;200;199;0;1;0;;;$0.00;$75.00
ALPINE;SW12D4;SUB;REG;ALPINE 12 SUBWOOFER;0;0;0;0;0;1;793276242143;$103.00;$199.95
ALPINE;SW12D2;SUB;REG;ALPINE 12 SUBWOOFER;1;1;0;0;0;7;793276242150;$103.00;$199.95
ALPINE;SW10D4;SUB;REG;Type-S 10 Subwoofer Dual 4-Ohm;0;0;0;0;0;2;793276242167;$92.00;$179.95
ALPINE;SW10D2;SUB;REG;ALPINE 10 TYPE-S;0;0;0;0;0;2;793276242174;$92.00;$179.95
LABOR;SW;LABOR;AMP;AMP SWITCH;0;0;0;0;0;;;$0.00;$65.00
STREET VISION;SVGHOST25;ACCESSORY;;STREET VISION DOOR LOGO LIGHT;0;0;0;0;0;1;;$20.00;$59.99
PAC;SUZK947;DASH KIT;STANDARD;DASH KIT SUZUKI GRAD VITAR;2;2;0;0;0;5;012339009470;$14.33;$39.99
PAC;SUZK946;DASH KIT;STANDARD;DASH KIT 2003 SUZUKI;1;1;0;0;0;;012339009463;$13.17;$29.99
PAC;SUZK942;DASH KIT;STANDARD;DASH KIT 04-08 SUZUKI/AVEO;1;1;0;0;0;;012339009425;$10.17;$29.99
PAC;SUZK941;DASH KIT;STANDARD;DASH KIT SUZ/DAEW/CHEVY;1;1;0;0;0;1;012339009418;$10.17;$29.99
PAC;SUZK8;DASH KIT;STANDARD;DASH KIT SUZUKI SX4;0;0;0;0;0;;;$11.00;$39.99
JBL;SUBBP12AM;ENCLOSURE;POWERED;BassPro 12 Car Audio Powered 12 Sub;2;2;0;0;0;25;050036368308;$185.00;$329.99
RAPTOR;SSPRCA9;RCA;2CH;RCA 9 FEET;4;4;0;0;0;1;609098820707;$6.00;$14.99
STINGER;SSK8;AMP KIT;CCA;STINGER 8G WIRE KIT;4;4;0;0;0;88;609098821230;$16.65;$49.99
STINGER;SSK4ANL;AMP KIT;CCA;STINGER 4 GA AMP KIT;0;0;6;0;0;193;609098821223;$30.75;$79.99
STINGER;SSK0;AMP KIT;CCA;STINGER 1/0GA CCA AMP KIT;2;2;0;0;0;12;609098821216;$51.26;$119.99
STINGER;SSIB3;RCA;2CH;STINGER 3' RCA;19;19;0;0;0;;609098821186;$2.32;$8.99
STINGER;SSGA48;ACCESSORY;;Stinger Select 4 GA to 8 GA Adapter;0;0;0;0;0;3;609098820608;$5.13;$13.99
STINGER;SSGA104;ACCESSORY;;STINGER REDUCER 0GW TO 4GW;6;6;0;0;0;47;609098820592;$7.17;$15.99
STINGER;SSCAP5M;ELEC;CAPACITOR;STINGER CAPACITOR 5-FARAD;2;2;0;0;0;5;609098821650;$140.63;$179.99
STINGER;SSCAP2M;ELEC;CAPACITOR;STINGER CAPACITOR 2-FARAD;2;2;0;0;0;26;609098821100;$54.43;$89.99
ALPINE;SS69C;SPKR;CMP;ALPINE 6X9 COMPONENT;0;0;0;0;0;5;793276040947;$88.00;$159.99
ALPINE;SS69;SPKR;COAX;ALPINE 6X9 2-WAY;2;2;0;0;0;16;793276040961;$72.00;$129.99
ALPINE;SS65;SPKR;COAX;ALPINE 6.5 2-WAY;0;0;0;0;0;45;793276040985;$61.00;$119.99
ALPINE;SS57;SPKR;COAX;ALPINE 5X7 2-WAY;0;0;0;0;0;10;793276040978;$72.00;$129.99
ALPINE;SS50;SPKR;COAX;5.25 COAXIAL 2-WAY SPEAKER - 55W RMS;0;0;0;0;0;7;793276040992;$56.00;$119.99
ALPINE;SS10TW;SPKR;TWT;ALPINE S-SERIES TWEETER;0;0;0;0;0;6;793276242853;$51.00;$99.95
MEMPHIS;SRX1200D1;AMP;MONO;Street Reference 1200w RMS @ 1 Ohm;0;0;0;0;0;4;702588210290;$216.00;$399.99
STINGER;SRTAC16H;DASH KIT;ADV;TOYOTA TACOMA INSTALLATION KIT FOR HEIGH;0;0;0;0;0;;609098836500;$120.00;$199.99
STINGER;SRKJW18HX;DASH KIT;ADV;WRANGLER JL/GLADIATOR JT HORIZON10 Kit;1;1;0;0;0;;609098906944;$280.00;$399.99
STINGER;SRKJW18EH;DASH KIT;ADV;Jeep JL/JT 2018-21 Heigh10 Kit;0;0;0;0;0;1;609098832649;$243.00;$399.99
STINGER;SRKJK11H;DASH KIT;ADV;HEIGH10 Kit for 2011-18 Wrangler JK;1;1;0;0;0;1;609098902045;$219.00;$399.99
STINGER;SRKCHR15H;DASH KIT;ADV;Dodge/Chrysler Heigh10 Install Kit;0;0;0;0;0;1;609098837088;$243.00;$399.99
PAC;SRGM14HX;DASH KIT;ADV;2014-15 SILVERADO/SIERRA KIT HORIZON 10;0;0;0;0;0;;609098906975;$120.00;$379.99
PAC;SRGM14H;DASH KIT;ADV;2014-2018 Silverado/Sierra 1500 and HD;1;1;0;0;0;;609098834148;$120.00;$379.99
PAC;SR1;DASH KIT;STANDARD;BEST KIT SPACER;11;11;0;0;0;3;012339000101;$0.75;$29.99
TRITON;SQ275;SPKR;COAX;2.75 OEM Fit Mid/Tweeter;0;0;0;0;0;3;;$25.00;$49.99
STINGER;SPX700X4;AMP;4CH;STINGER 700W AMP 4-CH;0;0;0;0;0;2;609098826938;$250.58;$389.99
STINGER;SPX1000X5;AMP;5CH;STINGER 1000W AMP 5-CH;0;0;0;0;0;;609098832519;$303.03;$499.99
STINGER;SPT55309;ACCESSORY;HARDWARE;Long Side Post Battery Adapter;2;2;0;0;0;3;609098790727;$6.52;$21.99
STINGER;SPT55308;ACCESSORY;HARDWARE;Short Side Post Battery Adapter;4;3;0;1;0;38;609098790710;$5.87;$15.99
STINGER;SPT5211;ACCESSORY;HARDWARE;4GA COUPLER;3;3;0;0;0;18;609098791649;$6.94;$12.99
STINGER;SPT5210;ACCESSORY;HARDWARE;0GA COUPLER;3;3;0;0;0;6;609098792431;$9.10;$15.99
STINGER;SPT521;ACCESSORY;HARDWARE;REDUCER 0GW TO 4GW;5;5;0;0;0;17;609098789110;$10.31;$15.99
STINGER;SPT520;ACCESSORY;HARDWARE;STINGER 0GA SCREWRING TERMINAL;2;2;0;0;0;1;609098789103;$10.40;$15.99
ALPINE;SPSM601W;MARINE;SPKR;ALPINE MARINE GRADE 6.5;0;0;0;0;0;;793276210715;$66.00;$129.95
STINGER;SPI300;ACCESSORY;;STINGER POWER INVERTER;1;1;0;0;0;;609098091596;$68.02;$89.99
STINGER;SPD5210;ACCESSORY;FUSE HOLDER;STINGER ANL 0GA DIST BLOCK;2;2;0;0;0;10;609098791816;$45.84;$69.99
QPOWER;SPACER;ACCESSORY;BOX;SPACER FOR DEEP SPEAKERS;20;20;0;0;0;35;;$6.00;$17.99
CRUX;SOHTL20;HARNESS;ADV;Toyota/Lexus JBL Syst. Retention Harness;0;0;0;0;0;1;;$76.00;$189.99
PAC;SMK108;DASH KIT;STANDARD;DASH KIT 02 SMART CAR;1;1;0;0;0;;;$5.60;$29.99
METRA;SMG10;SUB;GRILLE;Snap-On Mesh Grill - 10 Inch;4;4;0;0;0;;;$2.94;$19.99
LABOR;SMARTR;LABOR;;Smart Start Interlock Removal;0;0;0;0;0;;;;$150.00
LABOR;SMARTC;LABOR;;Smart Start Interlock Calibration;2;-2;0;4;0;;;;$35.00
LABOR;SMART3;LABOR;;Smart start Ignition Interlock install;0;0;0;0;0;;;;$395.00
LABOR;SMART2;LABOR;;Smart start Ignition Interlock install;0;0;0;0;0;;;;$275.00
LABOR;SMART1;LABOR;;Smart start Ignition Interlock install;199;197;0;2;0;;;;$225.00
SHURIKEN;SKBT80BX;ELEC;CASE;Shuriken Battery Box for SK-BT80;1;1;0;0;0;7;086429230761;$20.00;$49.99
SHURIKEN;SKBT80;ELEC;BATTERY;1800W 80AMP Hours Large Size AGM 12V Bat;1;1;0;0;0;6;086429173433;$290.05;$499.99
SHURIKEN;SKBT60BX;ELEC;CASE;Shuriken Battery Box for SK-BT60;1;1;0;0;0;5;086429230754;$16.00;$49.99
SHURIKEN;SKBT60;ELEC;BATTERY;1500W 60AMP Hours Compact Size AGM 12V B;1;1;0;0;0;6;086429173426;$225.47;$375.00
SHURIKEN;SKBT45BX;ELEC;CASE;Shuriken Battery Box for SK-BT45;1;1;0;0;0;10;086429230747;$13.52;$49.99
SHURIKEN;SKBT45;ELEC;BATTERY;1250W 45AMP Hours Compact Size AGM 12V B;1;1;0;0;0;10;086429229673;$180.15;$289.99
SHURIKEN;SKBT35BX;ELEC;CASE;Shuriken Battery Box for SK-BT35;2;2;0;0;0;8;086429230730;$15.00;$49.99
SHURIKEN;SKBT35;ELEC;BATTERY;800W 35AMP Hours Compact Size AGM 12V Ba;2;2;0;0;0;9;086429173419;$130.30;$229.99
SHURIKEN;SKBT20BX;ELEC;CASE;Shuriken Battery Box for SK-BT18 and SK-;2;2;0;0;0;2;086429230723;$11.13;$39.99
SHURIKEN;SKBT18;ELEC;BATTERY;500W 18AMP Hours Compact Size AGM 12V Ba;2;2;0;0;0;4;086429274963;$71.38;$139.99
SHURIKEN;SKBT120BX;ELEC;CASE;Shuriken Battery Box for SK-BT120;0;0;0;0;0;3;086429230785;$22.00;$59.99
SHURIKEN;SKBT120;ELEC;BATTERY;2400W 120AMP Hours Large Size AGM 12V Ba;0;0;0;0;0;4;086429175567;$385.22;$649.99
MISC;SIL40K;AL/RS;ALARM;SOLENOID 40 POUND;2;2;0;0;0;;;$35.00;$79.99
STINGER;SHEET;ACCESSORY;DYNAMAT;4 Square Foot Sheet of Sound Damping;4;39;0;0;0;;;$11.34;$39.99
STINGER;SHD820;ACCESSORY;;STINGER MANL 0/4 IN - 4/8 OUT;0;0;0;0;0;;609098793209;$19.16;$39.99
LABOR;SH;LABOR;;SHIPPING;0;0;0;0;0;;;$0.00;$45.00
JL AUDIO;SGRU12;SUB;GRILLE;Steel Grille Mesh Insert, Black, fits 12;2;2;0;0;0;;699440905954;$26.00;$49.99
JL AUDIO;SGRU10;SUB;GRILLE;Steel Grille Mesh Insert, Black, fits 10;4;4;0;0;0;;699440905947;$21.00;$39.99
STINGER;SGP90300;ACCESSORY;;STINGER 300 AMP CIR/ BREAKER;2;2;0;0;0;5;609098814041;$56.59;$69.99
STINGER;SGP90200;ACCESSORY;FUSE;STINGER 200 AMP CIR/ BREAKER;2;2;0;0;0;12;609098801157;$56.59;$69.99
STINGER;SGP32;ACCESSORY;;STINGER BATTERY ISOLATER;2;2;0;0;0;4;609098796019;$93.70;$119.99
PAC;SG690DX;ACCESSORY;ADAPTER;1.5 Spacer for 6x9 Speakers;1;1;0;0;0;;012339690005;$11.16;$24.99
PAC;SG650DX;ACCESSORY;ADAPTER;0.5 Spacer for 6.5 Speakers;3;3;0;0;0;13;012339006509;$5.98;$19.99
SAFETY;SFSUSBCDDLX;ACCESSORY;CD;SAFETY USB CD PLAYER 1.0/ 2.0;1;1;0;0;0;4;;$215.00;$319.99
STINGER;SESDIN;DASH KIT;ADV;1-Din Dash Kit for Heigh10 or Elev8;0;0;0;0;0;;609098831369;$25.83;$59.99
PIONEER;SDAWC01;ACCESSORY;CHARGER;PIONEER WIRELESS CHARGING PAD;1;1;0;0;0;;;$25.00;$49.99
PIONEER;SDABS900;SAFETY;SENSOR;Bumper Radar Sensors With Built-In Contr;1;1;0;0;0;;012562913223;$560.00;$895.00
PIONEER;SDABS100;SAFETY;SENSOR;License Plate Bar Built-In Radar Sensor;0;0;0;0;0;1;012562913001;$320.00;$495.00
AUTOCEL;SCM2;ACCESSORY;;Cellphone magnetic suction cup mount;3;3;0;0;0;;794775051229;$8.00;$24.99
PAC;SBK937;DASH KIT;STANDARD;DASH KIT SUBARU LEGACY 95;1;1;0;0;0;;;$7.00;$29.99
PAC;SBK931GB;DASH KIT;ADV;1 & 2 Din 17-21 Impreza & 18-21 CrosTrek;1;1;0;0;0;;012339093103;$39.56;$69.99
PAC;SBK929GB;DASH KIT;STANDARD;DASH KIT SUBARU 15-UP;1;1;0;0;0;1;012339009296;$27.57;$34.99
PAC;SBK927;DASH KIT;STANDARD;DASH KIT SUBARU IMPREZA;1;1;0;0;0;5;012339009272;$17.37;$34.99
PAC;SBK926;DASH KIT;STANDARD;DASH KIT SUBURU WRX 08-UP;2;2;0;0;0;;012339009265;$13.76;$29.99
PAC;SBK925GB;DASH KIT;ADV;SUBARU LEGACY 2015-2019 KIT;1;1;0;0;0;3;012339092519;$31.16;$59.99
PAC;SBK924P;DASH KIT;STANDARD;DASH KIT SUBARU 10-11;1;1;0;0;0;;012339092403;$13.76;$29.99
PAC;SBK923G;DASH KIT;STANDARD;DASH KIT SUBARU  2005-09;1;1;0;0;0;;012339092304;$27.57;$39.99
JL AUDIO;SBGMSLVCC412TW3;ENCLOSURE;LOADED;2019-up Silverado / Sierra Crew Cab;1;1;0;0;0;1;699440946681;$1,364.00;$2,199.99
JL AUDIO;SBF150SCDBL12TW3BK;ENCLOSURE;LOADED;Fits 09-Up F-150 SuperCrew and 17-Up Sup;0;0;0;0;0;;699440946612;$1,178.00;$1,899.99
JL AUDIO;SBD5GRAMCCR10TW3;ENCLOSURE;LOADED;19-Up Ram C.Cab w/reclining & fixed 2-10;1;1;0;0;0;;699440946773;$1,178.00;$1,899.99
PAC;SAT02;ACCESSORY;ADAPTER;Satellite Antenna Adaptor for Toyota;1;1;0;0;0;;;$11.97;$19.00
PAC;SAT01;ANTENNA;ADAPTER;Satellite Antenna Adapter;3;3;0;0;0;18;609098825832;$13.83;$24.99
LABOR;SAT;LABOR;;SATELLITE RADIO;0;-1;0;1;0;;;$0.00;$75.00
SCOSCHE;SAHD675B;ACCESSORY;ADAPTER;SCOSCHE HARLEY 6.5 ADAPTER;0;0;0;0;0;1;;$16.00;$29.99
SCOSCHE;SAHD656;ACCESSORY;ADAPTER;6.5 speaker adapters (pair) for Harley;0;0;0;0;0;;;$7.00;$24.99
ALPINE;SA60M;AMP;MONO;Monoblock 600W RMS @ 2-Ohm;0;0;0;0;0;14;793276242563;$125.00;$219.99
ALPINE;SA32F;AMP;4CH;ALPINE AMP 2/3/4 CH;0;0;0;0;0;;793276242570;$125.00;$219.99
HID;S9007BI6KHL;LIGHTS;HID;HID HI/LOW  9007/NO WARRANTY;2;2;0;0;0;;;$60.00;$149.99
ALPINE;S2W8D4;SUB;REG;8 DUAL 4-Ohm 300W RMS;0;0;0;0;0;;793276085269;$101.00;$189.95
ALPINE;S2W8D2;SUB;REG;8 DUAL 2-Ohm 300W RMS;0;0;0;0;0;;793276085276;$101.00;$189.95
ALPINE;S2W12D4;SUB;REG;12 DUAL  4-Ohm SUB 600W RMS;0;0;0;0;0;;793276085221;$146.00;$279.95
ALPINE;S2W12D2;SUB;REG;12 DUAL 2-Ohm SUB 600W RMS;0;0;0;0;0;;793276085238;$146.00;$279.95
ALPINE;S2W10D4;SUB;REG;10 600W RMS DUAL 4-Ohm;0;0;0;0;0;;793276085245;$131.00;$249.95
ALPINE;S2W10D2;SUB;REG;10 600W RMS DUAL 2-Ohm;0;0;0;0;0;;793276085252;$131.00;$249.95
ALPINE;S2A60M;AMP;MONO;600W MONO AMP CLASS D;0;0;0;0;0;;793276085160;$144.00;$249.95
ALPINE;S2A55V;AMP;5CH;HI RES 5 CHANNEL CLASS D AMP;0;0;0;0;0;;793276085184;$226.00;$399.95
ALPINE;S2A36F;AMP;4CH;HI-RES 4-CHANNEL CLASS D AMP;0;0;0;0;0;;793276085177;$144.00;$249.95
ALPINE;S2A120M;AMP;MONO;1200W MONO AMPLIFIER CLASS D;0;0;0;0;0;2;793276085153;$254.00;$449.95
POWERBASS;S275CF;SPKR;COAX;POWERBASS 2.75 SPEAKERS;1;1;0;0;0;;;$38.00;$69.99
ROCKFORD;RZR14STG4;ATV;KIT;POLARIS RZR 2014-UP® MOTORSPORTS KIT;1;1;0;0;0;;780687355142;$1,720.00;$2,649.99
ROCKFORD;RZR14RCSTG4;ATV;KIT;POLARIS RZR w/Ride command 2014-UP kit;1;1;0;0;0;;780687355173;$1,500.00;$2,299.99
ALPINE;RW12D2;SUB;REG;Type-R 12 DVC/ 2-OHM;0;0;0;0;0;1;;$200.00;$379.99
LABOR;RVC;LABOR;CAMERA;REAR VIEW CAM/ MIRR;0;-2;0;2;0;;;$0.00;$195.00
ALPINE;RUXKNOB2;ACCESSORY;KNOB;Remote subwoofer level control;0;0;0;0;0;4;793276040725;$20.00;$39.99
ALPINE;RUE4202;ACCESSORY;;ALPINE REMOTE CD /DVD;2;2;0;0;0;;;$18.00;$29.99
ORION;RT4;ACCESSORY;HARDWARE;ORION 4GA RING TERMINAL;1;1;0;0;0;;;$1.23;$5.99
ORION;RT244;ACCESSORY;HARDWARE;ORION DUAL 4GA RING TERMINAL;2;2;0;0;0;;;$3.00;$17.99
RAPTOR;RSW1250;WIRE;CCA;RAPTOR SPEAKER WIRE Roll 12GA / 50F;4;4;0;0;0;61;086429300761;$15.00;$34.99
RAPTOR;RSW1050;WIRE;CCA;RAPTOR SPEAKER WIRE Roll 10GA / 50F;1;1;2;0;0;18;086429300747;$19.00;$44.99
LABOR;RSP;LABOR;SPEAKER;REAR SPEAKER;0;0;0;0;0;;;$0.00;$95.00
RACESPORT;RSLED120W;LIGHTS;LED;RACESPORT 22 LED LIGHT BAR;0;0;0;0;0;1;;$127.59;$199.00
LABOR;RSL;LABOR;SPEAKER;REAR SUB INSTALLATION;0;0;0;0;0;;;$0.00;$150.00
ALPINE;RS69C2;SPKR;CMP;ALPINE 6X9 COMPONENT TYPE-R;1;1;0;0;0;2;793276242723;$209.00;$379.99
ALPINE;RS692;SPKR;COAX;ALPINE TYPE-R 6X9 2-WAY;0;0;0;0;0;5;793276242747;$119.00;$249.99
ALPINE;RS68;SPKR;COAX;ALPINE TYPE-R 6X8 2-WAY;0;0;0;0;0;5;793276040442;$119.00;$249.99
ALPINE;RS65C2;SPKR;CMP;ALPINE TYPE-R 6.5 COMPONENT;1;1;0;0;0;5;793276242730;$187.00;$399.99
ALPINE;RS652;SPKR;COAX;ALPINE TYPE-R 6.5 2-WAY;0;0;0;0;0;3;793276242754;$119.00;$249.99
SOUNDSTREAM;RS41200;AMP;4CH;1200W 4-Ch Amp;1;0;0;0;1;1;;$80.00;$199.99
SOUNDSTREAM;RS21200;AMP;2CH;1200W 2-Ch Amp;1;1;0;0;0;6;;$80.00;$199.99
RACESPORT;RS18W6LEDFM;LIGHTS;LED;RACESPORT 18W LED CUBE LIGHT;2;2;0;0;0;;;$41.75;$69.00
SOUNDSTREAM;RS18000D;AMP;MONO;8000W Monoblock Class D w/Bass Remote;0;0;0;0;0;2;709483061194;$195.00;$349.99
SOUNDSTREAM;RS15000D;AMP;MONO;5000W Monoblock Class D w/Bass Remote;0;0;0;0;0;5;709483061187;$147.40;$279.99
MISC;RRSW1LB;ACCESSORY;;SWITCH ROUND ROCKER BLUE LED;2;2;0;0;0;;;$3.00;$7.99
MISC;RRSW1L;ACCESSORY;;SWITCH ROUND ROCKER RED LED;2;2;0;0;0;;;$3.00;$7.99
RETRO SOUND;RPOD6A;ACCESSORY;ADAPTER;Surface-mount Pods for 6-1/2 speaker;0;0;0;0;0;2;;$35.00;$59.99
PAC;RPK5GM4101;DASH KIT;ADV;DASH KIT CAMARO/HARNESS/ SWC;0;0;0;0;0;5;609098818704;$387.85;$649.00
PAC;RPK4HD1101;DASH KIT;ADV;DASH KIT & HARNESS 03-07 ACCORD;0;0;0;0;0;;609098818964;$343.43;$599.00
PAC;RPK4GM2301;DASH KIT;ADV;PAC Conversion Kit for 04-08 Malibu / G6;0;0;0;0;0;1;609098824910;$213.44;$379.99
PAC;RPK4FD2201;DASH KIT;ADV;DASH KIT F150 /HARNESS/SWC;0;0;0;0;0;1;609098824019;$333.21;$499.00
PAC;RPK4CH4103;DASH KIT;ADV;DASH KIT 14-20 GRAND CHEROKEE;0;0;0;0;0;;609098830850;$540.76;$699.99
PAC;RPK4CH4102;DASH KIT;ADV;RadioPRO kit Durango 2014-20;0;0;0;0;0;;609098830843;$540.76;$699.99
PAC;RPK4CH4101;DASH KIT;ADV;RadioPRO kit RAM 2013-19 w/ 8 Display;0;0;0;0;0;;609098830836;$540.76;$699.99
PAC;RPAVA1;HARNESS;CAM;PAC ELIMINATES CAM-VIDEO NOISE;1;1;0;0;0;;609098831307;$22.87;$29.99
PAC;RPASPDIF;HARNESS;ADV;PAC ANALOG TO SPDIF CONVERTER;1;1;0;0;0;;609098817226;$66.42;$89.99
PAC;RP5GM52HAR;HARNESS;STANDARD;PAC HARNESS WITH RP5GM51;1;1;0;0;0;;609098820899;$15.00;$39.99
PAC;RP5GM51;HARNESS;ADV;PAC HARNES FOR GM/NAV OUT/SWC;1;1;0;0;0;2;609098813891;$183.76;$279.99
PAC;RP5GM41;HARNESS;ADV;HARNESS DATA INTERFACE/SWC/ON*;0;0;0;0;0;3;606523109314;$183.76;$279.99
PAC;RP4VW11;HARNESS;ADV;PAC HARNESS / SWC FOR ALL VW;1;1;0;0;0;5;606523109178;$153.14;$219.99
PAC;RP4NI13;HARNESS;ADV;Radio Interface / SWC NISSAN 2018+;1;1;0;0;0;1;609098902137;$147.25;$219.99
PAC;RP4NI11;HARNESS;ADV;PAC HARNESS NISSAN / SWC;1;1;0;0;0;2;609098813747;$153.14;$199.99
PAC;RP4MZ11;HARNESS;ADV;PAC HARNESS MAZDA 05-2015;2;2;0;0;0;4;606523109239;$153.14;$199.99
PAC;RP4HD11;HARNESS;ADV;RadioPRO4 Interface for Honda w/ MSCAN;0;0;0;0;0;;606523109383;$153.14;$199.99
PAC;RP4GM41;HARNESS;ADV;PAC HARNESS INTERFACE/SWC;1;1;0;0;0;2;606523109307;$153.14;$239.99
PAC;RP4GM32;HARNESS;ADV;PAC HARNESS GM DATA / SWC;0;0;0;0;0;1;606523109338;$153.14;$239.99
PAC;RP4GM31;HARNESS;ADV;PAC HARNESS GM DATA /SWC;2;2;0;0;0;32;606523109147;$150.24;$219.99
PAC;RP4FD11;HARNESS;ADV;PAC DATABUS HARNESS/FORD/SWC;1;1;0;0;0;14;606523109154;$150.24;$199.99
PAC;RP4CH21;HARNESS;ADV;PAC HARNESS CAN-BUS DODGE 2013;2;2;0;0;0;4;609098814706;$153.14;$249.99
PAC;RP4CH11;HARNESS;ADV;HARNESS DODGE / CHRYSLER/SWC;0;0;0;0;0;6;606523109161;$150.24;$199.99
PAC;RP42TY13;HARNESS;ADV;TOYOTA/ SCION /LEXUS radio Interface;0;0;0;0;0;;609098901093;$147.25;$219.99
PAC;RP42TY11;HARNESS;ADV;TOYOTA/ SCION /LEXUS Radio Pro Interface;0;0;0;0;0;3;609098817400;$153.14;$199.99
PAC;RP42HY11;HARNESS;ADV;PAC HARNESS HYUNDAI /SWC;1;1;0;0;0;;609098816588;$153.14;$199.99
PAC;RP42BM21;HARNESS;ADV;PAC HARNESS BMW 3-SERIES 06-UP;1;1;0;0;0;2;609098816618;$153.14;$249.99
PAC;RP3GM12;HARNESS;ADV;PAC DATABUS HARNESS;1;1;0;0;0;2;606523109390;$86.20;$129.99
PAC;RP32TY11;HARNESS;ADV;PAC HARNESS TOYOTA JBL;0;0;0;0;0;2;609098824705;$72.92;$129.00
PAC;ROEMVET1;HARNESS;ADV;PAC HARNESS 97-04 CORVETTE;1;1;0;0;0;1;606523105552;$50.66;$99.99
ROCKFORD;RNGR18STG1;ATV;KIT;POLARIS RANGER KIT 2018 -UP RADIO/SPEAKS;2;2;0;0;0;;780687355944;$429.00;$659.99
LABOR;RMS;LABOR;ALARM;REMOTE START;0;0;0;0;0;;;$0.00;$250.00
ROCKFORD;RM1652B;MARINE;SPKR;ROCKFORD MARINE 6.5 BLACK;3;3;0;0;0;;780687344955;$100.00;$199.99
ROCKFORD;RM1652;MARINE;SPKR;ROCKFORD MARINE 6.5;0;0;0;0;0;;;$100.00;$199.99
STINGER;RKFR69;ACCESSORY;;ROADKILL FAST RINGS 6 X 9;1;1;0;0;0;2;609098825078;$18.89;$39.99
STINGER;RKFR6;ACCESSORY;;ROADKILL FAST RINGS 6.5;1;1;0;0;0;5;609098825092;$13.79;$39.99
T-SPEC;RGMS;ACCESSORY;HARDWARE;TSPEC SIDE POST BATT;3;3;0;0;0;2;;$5.00;$12.99
ROCKFORD;RGBYC;ACCESSORY;ADAPTER;Y-adapter Color Optix Cable for PMX-RGB;1;1;0;0;0;;780687358204;$10.00;$19.99
ROCKFORD;RGB6C;MARINE;ACCESSORY;6 ft Color Optix Extension Cable;2;2;0;0;0;2;780687358174;$10.00;$21.99
ROCKFORD;RGB16C;MARINE;ACCESSORY;16 ft Color Optix Extension Cable;0;0;0;0;0;4;780687358181;$13.00;$27.99
ROCKFORD;RFX3PMXDK;DASH KIT;ADV;ROCKF MAVERICK X3 CAN-AM KITS;1;1;0;0;0;;;$90.00;$139.99
ROCKFORD;RFTS4;ACCESSORY;HARDWARE;ROCKFORD 4G RING TERMINAL;14;14;0;0;0;74;780687325626;$5.10;$11.99
ROCKFORD;RFTS1;ACCESSORY;HARDWARE;ROCKFORD 0GW RING TERMINAL;15;15;0;0;0;67;780687325619;$5.00;$11.99
